task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
558	d9/7b4627	e770b63d-b1d4-4b90-a57e-0e27dd566a66	run_method (label_projection:scanvi_all_genes-zebrafish_labels:openproblems-python-scvi)	FAILED	-	2022-05-14 20:13:34.629	2h 30s	2h 11s	-	-	-	-	-
1104	0c/6205a5	76d39f05-9195-4f3f-a44a-27a45541a44b	run_metric (label_projection:f1-mlp_log_cpm-cengen_batch:openproblems)	COMPLETED	0	2022-05-14 22:13:14.696	50.1s	19.9s	66.1%	1.3 GB	3.9 GB	1.1 GB	42.3 KB
1103	84/e0b74b	ad5598cd-d77b-4c60-a2bb-cd1a08c6fe8e	run_metric (label_projection:f1_micro-mlp_log_cpm-cengen_batch:openproblems)	COMPLETED	0	2022-05-14 22:13:14.786	50.2s	20s	61.9%	1.3 GB	3.9 GB	1.1 GB	42.3 KB
1085	83/914373	739b8bd1-9349-4a4b-8002-49da121257c1	run_metric (label_projection:accuracy-logistic_regression_scran-pancreas_random:openproblems)	FAILED	137	2022-05-14 22:01:43.890	13m	12m 50s	-	-	-	-	-
575	91/7dd9ad	cda14a00-a288-4b40-8e68-bf82dd143427	run_method (label_projection:scanvi_hvg-tabula_muris_senis_lung_random:openproblems-python-scvi)	FAILED	-	2022-05-14 20:14:23.703	2h 30s	2h 10s	-	-	-	-	-
576	7e/59ae55	ddf4b2f6-2a44-4582-88d1-3b29ef128967	run_method (label_projection:scarches_scanvi_hvg-tabula_muris_senis_lung_random:openproblems-python-scvi)	FAILED	-	2022-05-14 20:14:23.895	2h 30s	2h 10s	-	-	-	-	-
1073	10/ebdc0b	314b5f9c-40c7-4f87-9467-c93ace3c16b9	run_method (label_projection:logistic_regression_scran-pancreas_random_label_noise:openproblems-r-base)	COMPLETED	0	2022-05-14 21:54:33.776	20m 20s	18m 44s	201.4%	22.5 GB	25.7 GB	3.5 GB	6.9 GB
1105	11/645ec8	dbced81f-dfad-4e2d-af05-25b745e0dc59	run_metric (label_projection:accuracy-mlp_log_cpm-cengen_batch:openproblems)	COMPLETED	0	2022-05-14 22:13:14.360	1m 49s	58.3s	21.7%	1.3 GB	3.9 GB	1.1 GB	42.4 KB
589	aa/72a452	3aaa3af4-254e-46af-804f-e21c6683873c	run_method (label_projection:scanvi_all_genes-zebrafish_random:openproblems-python-scvi)	FAILED	-	2022-05-14 20:14:43.716	2h 1m 10s	2h	-	-	-	-	-
651	98/ecc276	c5f69a3a-22dc-427d-be87-eb4005f5cc5c	run_method (label_projection:mlp_scran-cengen_batch:openproblems-r-base)	COMPLETED	0	2022-05-14 20:23:14.505	1h 52m 49s	1h 52m 15s	1579.0%	7.1 GB	9.7 GB	797.6 MB	1.4 GB
1082	8b/a774a5	314eb7d5-3e71-40bf-b72f-c528053a2872	run_metric (label_projection:accuracy-mlp_scran-pancreas_random:openproblems)	FAILED	137	2022-05-14 22:01:23.971	14m 50s	14m 40s	-	-	-	-	-
1083	c2/0c8f3f	f9471a80-266d-491b-b700-b2187c5d4688	run_metric (label_projection:f1_micro-logistic_regression_scran-pancreas_random:openproblems)	FAILED	137	2022-05-14 22:01:43.819	14m 30s	14m	-	-	-	-	-
1091	4c/98d5f6	dd1e4387-084d-48a6-8aa6-b54b334d9d1c	run_metric (label_projection:accuracy-mlp_scran-pancreas_batch:openproblems)	FAILED	137	2022-05-14 22:04:44.069	11m 30s	11m 11s	-	-	-	-	-
1089	98/e89b9f	54dc6d86-d740-4c86-a4df-eb7934f275bf	run_metric (label_projection:f1_micro-mlp_scran-pancreas_batch:openproblems)	FAILED	137	2022-05-14 22:04:44.222	11m 30s	11m 11s	-	-	-	-	-
1088	c3/81a6bb	13b4c75a-9576-46c0-824f-e53a36292189	run_metric (label_projection:accuracy-knn_classifier_scran-pancreas_batch:openproblems)	FAILED	137	2022-05-14 22:03:34.058	12m 50s	12m 40s	-	-	-	-	-
1122	20/62cc80	bfc8620d-4600-43a3-acf7-4842fcb5ac0e	run_metric (label_projection:accuracy-mlp_scran-cengen_batch:openproblems)	COMPLETED	0	2022-05-14 22:16:04.040	59.5s	21.6s	52.9%	1.7 GB	4.2 GB	1.4 GB	42.3 KB
1121	34/5c46f1	80fc5859-7e07-4fe2-a4fd-de3d8a462fc7	run_metric (label_projection:f1-mlp_scran-cengen_batch:openproblems)	COMPLETED	0	2022-05-14 22:16:04.533	1m 9s	35.6s	31.0%	1.4 GB	4 GB	1.4 GB	42.3 KB
1086	47/59136d	e3ae2ae1-e11c-4a12-be8f-030651bb4c8e	run_metric (label_projection:f1_micro-knn_classifier_scran-pancreas_batch:openproblems)	FAILED	137	2022-05-14 22:03:33.942	14m	13m 51s	-	-	-	-	-
1120	f3/d9efae	c80b65d8-79fe-4e79-a8b1-4d20bb075053	run_metric (label_projection:f1_micro-mlp_scran-cengen_batch:openproblems)	COMPLETED	0	2022-05-14 22:16:03.991	1m 30s	48.7s	20.1%	1.7 GB	4.2 GB	1.4 GB	42.3 KB
1077	04/51e188	61f54957-cc6f-4c49-83fc-dd41074f5255	run_method (label_projection:logistic_regression_scran-pancreas_batch:openproblems-r-base)	COMPLETED	0	2022-05-14 21:57:23.821	20m 30s	18m 56s	189.5%	22.6 GB	25.8 GB	3.5 GB	6.9 GB
1090	1b/9f6fb1	9eebf58f-ae6f-4f5a-8c99-4a553767f56c	run_metric (label_projection:f1-mlp_scran-pancreas_batch:openproblems)	FAILED	137	2022-05-14 22:04:43.987	14m 30s	14m	-	-	-	-	-
1076	c3/db74d7	1eed79b4-e81d-4edd-ae7c-8941e92b1752	run_method (label_projection:knn_classifier_scran-pancreas_random:openproblems-r-base)	COMPLETED	0	2022-05-14 21:56:33.836	23m 20s	21m 38s	163.8%	22.5 GB	25.7 GB	3.5 GB	6.9 GB
615	9d/b3d55b	63225f15-6fb6-45e9-ae31-4c67bd03e48c	run_method (label_projection:scarches_scanvi_all_genes-tabula_muris_senis_lung_random:openproblems-python-scvi)	FAILED	-	2022-05-14 20:16:24.079	2h 4m 1s	2h 11s	-	-	-	-	-
1078	25/36236d	b3493840-4e02-459e-b02f-b564fbe6afad	run_method (label_projection:knn_classifier_scran-pancreas_random_label_noise:openproblems-r-base)	COMPLETED	0	2022-05-14 22:00:43.976	20m	17m 33s	186.3%	22.5 GB	25.7 GB	3.5 GB	6.9 GB
1109	43/37fda4	4257f885-390c-483b-804d-0bd4a940edfd	run_metric (label_projection:f1-logistic_regression_scran-pancreas_random:openproblems)	FAILED	137	2022-05-14 22:13:34.068	9m	8m 40s	-	-	-	-	-
1110	ca/441d71	4d5ebdf0-28eb-47c7-a985-7286c40806a8	run_metric (label_projection:f1-knn_classifier_scran-pancreas_batch:openproblems)	FAILED	137	2022-05-14 22:13:34.338	9m 59s	9m 40s	-	-	-	-	-
1106	cb/4d714d	b484b1cd-b63d-4b6c-bcc0-5b982a1a92bc	run_metric (label_projection:f1_micro-mlp_scran-pancreas_random_label_noise:openproblems)	FAILED	137	2022-05-14 22:13:23.980	12m 50s	12m 30s	-	-	-	-	-
1107	f7/74ed48	d4cf9d25-6eb9-4e51-a12a-00e772fdacc7	run_metric (label_projection:f1-mlp_scran-pancreas_random_label_noise:openproblems)	FAILED	137	2022-05-14 22:13:23.856	13m 10s	12m 50s	-	-	-	-	-
1127	39/171afd	863fef9f-d7ed-4fa1-8b04-fb679394d415	run_metric (label_projection:accuracy-knn_classifier_scran-pancreas_batch:openproblems)	FAILED	137	2022-05-14 22:16:23.794	10m 40s	10m 20s	-	-	-	-	-
1128	6d/608691	4cf4a8cb-321a-4b96-9d15-1485b0131d9c	run_metric (label_projection:f1_micro-knn_classifier_scran-pancreas_batch:openproblems)	FAILED	137	2022-05-14 22:17:34.375	9m 39s	9m 30s	-	-	-	-	-
1124	d0/51fb9d	3b14e3d0-7dd3-48d8-a6eb-284692f5ed0b	run_metric (label_projection:f1_micro-logistic_regression_scran-pancreas_random:openproblems)	FAILED	137	2022-05-14 22:16:13.985	11m 20s	11m 10s	-	-	-	-	-
1111	cf/b76a17	47989d7c-c711-433c-b60d-237bcf96b318	run_metric (label_projection:f1_micro-mlp_scran-pancreas_random:openproblems)	FAILED	137	2022-05-14 22:13:53.863	14m 51s	14m 39s	-	-	-	-	-
1102	1b/d983c6	deb4ce74-2710-456d-9721-b268c2b5bfbe	run_metric (label_projection:f1-mlp_scran-pancreas_random:openproblems)	FAILED	137	2022-05-14 22:13:03.811	15m 50s	15m 30s	-	-	-	-	-
1108	4d/9da052	37cf018a-37ad-47fd-9288-1c96638db1ea	run_metric (label_projection:accuracy-mlp_scran-pancreas_random_label_noise:openproblems)	FAILED	137	2022-05-14 22:13:23.931	15m 50s	15m 30s	-	-	-	-	-
1125	62/5eddae	39dc841f-f51a-4b7b-a7b6-972ab9021122	run_metric (label_projection:accuracy-mlp_scran-pancreas_batch:openproblems)	FAILED	137	2022-05-14 22:16:14.317	13m 9s	13m	-	-	-	-	-
1116	04/8dbf47	13f8fb7e-f382-40c4-8c5e-fc3719f8f52b	run_metric (label_projection:f1_micro-logistic_regression_scran-pancreas_random_label_noise:openproblems)	FAILED	137	2022-05-14 22:14:54.628	14m 49s	14m 40s	-	-	-	-	-
1117	60/2ccb14	fab728db-e2d2-4bf3-99c9-28016fe628fb	run_metric (label_projection:f1-logistic_regression_scran-pancreas_random_label_noise:openproblems)	FAILED	137	2022-05-14 22:14:54.677	15m 30s	15m 11s	-	-	-	-	-
1131	90/ad311f	3dead1c7-1f3f-428a-8470-2f8245e68400	run_metric (label_projection:accuracy-logistic_regression_scran-pancreas_batch:openproblems)	FAILED	137	2022-05-14 22:17:53.860	12m 31s	12m 11s	-	-	-	-	-
1130	ea/d179ae	33a2fc2f-a05d-4b3a-a90f-80e6c74c5a64	run_metric (label_projection:f1-logistic_regression_scran-pancreas_batch:openproblems)	FAILED	137	2022-05-14 22:17:53.932	12m 50s	12m 40s	-	-	-	-	-
1113	2b/c34472	207c1f78-b08f-48ce-86b8-7b6bb5a7744f	run_metric (label_projection:accuracy-logistic_regression_scran-pancreas_random:openproblems)	FAILED	137	2022-05-14 22:14:43.832	16m 10s	15m 50s	-	-	-	-	-
1118	84/3c761b	5766c576-639a-42c4-850a-0e4e2dfe0bd7	run_metric (label_projection:accuracy-logistic_regression_scran-pancreas_random_label_noise:openproblems)	FAILED	137	2022-05-14 22:14:54.643	16m 39s	16m 20s	-	-	-	-	-
1129	94/2fa0e9	44ddb85b-facb-4443-bdd6-3259401cd3ae	run_metric (label_projection:f1_micro-logistic_regression_scran-pancreas_batch:openproblems)	FAILED	137	2022-05-14 22:17:53.835	14m 50s	14m 40s	-	-	-	-	-
1139	1d/955725	c191f3e1-53dd-4a94-a157-0c480f5247d7	run_metric (label_projection:accuracy-knn_classifier_scran-pancreas_random_label_noise:openproblems)	FAILED	137	2022-05-14 22:20:44.027	12m	11m 51s	-	-	-	-	-
1135	f1/b13186	71ed3c4b-80e8-4f86-8442-a3848a772361	run_metric (label_projection:accuracy-knn_classifier_scran-pancreas_random:openproblems)	FAILED	137	2022-05-14 22:19:54.201	13m 9s	12m 50s	-	-	-	-	-
1134	39/c13361	2d216dcc-e87b-44b0-bb7f-15e2eb44e1ed	run_metric (label_projection:f1-knn_classifier_scran-pancreas_random:openproblems)	FAILED	137	2022-05-14 22:19:54.064	13m 30s	13m 10s	-	-	-	-	-
738	5f/f084cd	a3b45398-92f9-401f-918c-0cc5ca0a9c8e	run_method (label_projection:scanvi_all_genes-tabula_muris_senis_lung_random:openproblems-python-scvi)	FAILED	-	2022-05-14 20:32:33.766	2h 2m 1s	2h 10s	-	-	-	-	-
1137	57/63b278	9e797927-5018-40b8-859f-50855875cc14	run_metric (label_projection:f1_micro-knn_classifier_scran-pancreas_random_label_noise:openproblems)	FAILED	137	2022-05-14 22:20:43.967	14m 10s	13m 50s	-	-	-	-	-
1133	5d/cfe3cf	5c78effb-e101-4564-8443-4efad8a78dfd	run_metric (label_projection:f1_micro-knn_classifier_scran-pancreas_random:openproblems)	FAILED	137	2022-05-14 22:19:54.087	15m 30s	15m 11s	-	-	-	-	-
1138	27/683e17	fc89a114-abb6-4483-b3e7-64796c18341e	run_metric (label_projection:f1-knn_classifier_scran-pancreas_random_label_noise:openproblems)	FAILED	137	2022-05-14 22:20:43.993	14m 40s	14m 31s	-	-	-	-	-
1123	0c/c7c10c	e27805a8-8d05-4eb4-bb76-efef27cb5cb9	run_metric (label_projection:accuracy-mlp_scran-pancreas_random:openproblems)	FAILED	137	2022-05-14 22:16:13.859	19m 20s	19m	-	-	-	-	-
1126	05/b13171	1414e957-4eaf-4a45-bb2f-6d63608b6423	run_metric (label_projection:f1_micro-mlp_scran-pancreas_batch:openproblems)	FAILED	137	2022-05-14 22:16:14.445	19m 29s	19m 10s	-	-	-	-	-
1140	b4/719c70	fbfe7882-5ddb-4350-a8f9-14547317002d	run_metric (label_projection:f1-logistic_regression_scran-pancreas_random:openproblems)	FAILED	137	2022-05-14 22:22:33.912	13m 30s	13m	-	-	-	-	-
1141	65/5255c6	cf303d6c-ea29-44d3-a69d-84faea9362cf	run_metric (label_projection:f1-knn_classifier_scran-pancreas_batch:openproblems)	FAILED	137	2022-05-14 22:23:33.976	13m 20s	13m	-	-	-	-	-
1132	43/cf10a7	d12ada34-0748-4b82-90c8-2c57b26a4c51	run_metric (label_projection:f1-mlp_scran-pancreas_batch:openproblems)	FAILED	137	2022-05-14 22:19:14.079	18m 30s	18m 20s	-	-	-	-	-
1143	1e/dfcd11	cbe25589-1d25-4a58-a0a2-b5060b74a0c1	run_metric (label_projection:f1-mlp_scran-pancreas_random_label_noise:openproblems)	FAILED	137	2022-05-14 22:26:33.945	11m 50s	11m 30s	-	-	-	-	-
1142	85/d7bb58	069cbeca-932e-4247-8149-c8872cba1560	run_metric (label_projection:f1_micro-mlp_scran-pancreas_random_label_noise:openproblems)	FAILED	137	2022-05-14 22:26:14.016	13m	12m 50s	-	-	-	-	-
1151	42/c5ce72	62ef3d55-6ede-4b63-aa63-7b291ba0fb51	run_metric (label_projection:f1_micro-logistic_regression_scran-pancreas_random_label_noise:openproblems)	FAILED	137	2022-05-14 22:29:43.904	10m 20s	10m	-	-	-	-	-
1144	7f/2deaea	40b24af6-22bd-4fff-b071-7c87fd22e61e	run_metric (label_projection:accuracy-knn_classifier_scran-pancreas_batch:openproblems)	FAILED	137	2022-05-14 22:27:03.952	13m 20s	13m	-	-	-	-	-
1145	21/2388a1	e1cb4261-89d9-4000-806f-2be4e52efbbd	run_metric (label_projection:f1_micro-knn_classifier_scran-pancreas_batch:openproblems)	FAILED	137	2022-05-14 22:27:13.926	14m	13m 40s	-	-	-	-	-
1149	3d/202530	efabee33-b5aa-4a19-a4a9-18646e13f3e4	run_metric (label_projection:accuracy-mlp_scran-pancreas_random_label_noise:openproblems)	FAILED	137	2022-05-14 22:29:13.888	12m 40s	12m 30s	-	-	-	-	-
1152	9d/f01fd9	1a619228-dbb7-4ca4-8a3e-969044796a1e	run_metric (label_projection:f1-logistic_regression_scran-pancreas_random_label_noise:openproblems)	FAILED	137	2022-05-14 22:30:24.543	11m 29s	11m 20s	-	-	-	-	-
1153	bb/90ca12	9ea2cddf-c990-4af5-83e7-97626f56aa62	run_metric (label_projection:accuracy-logistic_regression_scran-pancreas_batch:openproblems)	FAILED	137	2022-05-14 22:30:24.892	11m 49s	11m 40s	-	-	-	-	-
1150	3e/5b9253	b4866a2c-7769-4280-8648-4dfc9961f955	run_metric (label_projection:accuracy-mlp_scran-pancreas_batch:openproblems)	FAILED	137	2022-05-14 22:29:23.899	13m	12m 50s	-	-	-	-	-
1167	80/5a2086	30394d83-b43a-49c8-84e7-73b77a0059c7	run_metric (label_projection:f1-logistic_regression_scran-pancreas_random:openproblems)	COMPLETED	0	2022-05-14 22:36:03.888	6m 40s	1m 17s	16.6%	9 GB	11.5 GB	6.9 GB	42.3 KB
1168	5d/652357	d0552b75-576f-426a-bef5-bf0c1076af44	run_metric (label_projection:f1-knn_classifier_scran-pancreas_batch:openproblems)	COMPLETED	0	2022-05-14 22:36:53.964	5m 50s	1m 20s	15.2%	9.2 GB	11.7 GB	6.9 GB	42.3 KB
1156	56/2a7840	f411a65c-8a36-4033-aeb4-5155bb7fab8a	run_metric (label_projection:accuracy-logistic_regression_scran-pancreas_random_label_noise:openproblems)	FAILED	137	2022-05-14 22:31:33.883	12m 10s	12m	-	-	-	-	-
1160	6b/7539af	b84f6ffe-3d31-4802-b2c4-0c487210e3d3	run_metric (label_projection:f1-knn_classifier_scran-pancreas_random:openproblems)	FAILED	137	2022-05-14 22:33:23.906	10m 30s	10m 10s	-	-	-	-	-
1174	03/5eacbc	d4880988-f8a2-401e-a18d-1ea4a79d8307	run_metric (label_projection:f1_micro-knn_classifier_scran-pancreas_batch:openproblems)	COMPLETED	0	2022-05-14 22:41:14.038	3m 30s	1m 7s	19.7%	243.4 MB	3 GB	6.9 GB	42.3 KB
1146	62/e2e385	b417ca3c-0213-4309-beeb-985b1bff9a0d	run_metric (label_projection:f1_micro-logistic_regression_scran-pancreas_random:openproblems)	FAILED	137	2022-05-14 22:27:33.838	17m 20s	17m	-	-	-	-	-
1173	90/843269	8fa8db97-e069-426c-8d5a-e5497f7aecd5	run_metric (label_projection:accuracy-knn_classifier_scran-pancreas_batch:openproblems)	COMPLETED	0	2022-05-14 22:40:23.920	4m 30s	1m 13s	16.6%	9.2 GB	11.7 GB	6.9 GB	42.3 KB
1154	e8/0fa7cc	fc626891-3842-4774-a967-b8bb2df6f0fe	run_metric (label_projection:f1-logistic_regression_scran-pancreas_batch:openproblems)	FAILED	137	2022-05-14 22:30:43.847	14m 20s	14m	-	-	-	-	-
1147	15/7ff30e	0115c835-0a18-4bde-86cf-ed955ad87069	run_metric (label_projection:f1_micro-mlp_scran-pancreas_random:openproblems)	FAILED	137	2022-05-14 22:28:44.836	16m 49s	16m 30s	-	-	-	-	-
1155	66/67a6dd	15ab59f4-e4be-4dfd-9e0d-c67581ccda33	run_metric (label_projection:accuracy-logistic_regression_scran-pancreas_random:openproblems)	FAILED	137	2022-05-14 22:30:53.887	14m 40s	14m 20s	-	-	-	-	-
1157	c6/a311e3	6dfc5234-43e4-4d45-a201-274138ea6954	run_metric (label_projection:f1_micro-logistic_regression_scran-pancreas_batch:openproblems)	FAILED	137	2022-05-14 22:32:44.132	13m 10s	12m 50s	-	-	-	-	-
1159	51/b0a0c6	4f8a3185-d4e3-4c00-8021-cdedcb6d1782	run_metric (label_projection:accuracy-knn_classifier_scran-pancreas_random:openproblems)	FAILED	137	2022-05-14 22:33:03.910	12m 50s	12m 40s	-	-	-	-	-
1162	a8/713b03	807ea116-2197-4b86-b2ad-7aa71c20baf9	run_metric (label_projection:f1_micro-knn_classifier_scran-pancreas_random_label_noise:openproblems)	FAILED	137	2022-05-14 22:34:53.871	11m 20s	10m 20s	-	-	-	-	-
1181	f6/bd5b9d	adcbe132-5eaa-4c33-b84a-9f91b91a0ed1	run_metric (label_projection:f1_micro-logistic_regression_scran-pancreas_random:openproblems)	COMPLETED	0	2022-05-14 22:44:53.877	1m 50s	53.8s	31.0%	8.8 GB	11.5 GB	6.9 GB	42.4 KB
1178	83/324f58	5a478712-a5c6-42c4-a976-723d921a8d29	run_metric (label_projection:accuracy-mlp_scran-pancreas_batch:openproblems)	COMPLETED	0	2022-05-14 22:42:23.956	4m 30s	58.8s	20.0%	9.2 GB	11.7 GB	6.9 GB	42.3 KB
1148	6d/94ea26	e55f0a12-84ad-47da-a70a-b2c2ffefd75a	run_metric (label_projection:f1-mlp_scran-pancreas_random:openproblems)	FAILED	137	2022-05-14 22:28:53.979	18m 10s	17m 50s	-	-	-	-	-
1183	31/704800	3bfe9c02-61f0-41a9-ad68-3380edb99c35	run_metric (label_projection:f1_micro-mlp_scran-pancreas_random:openproblems)	COMPLETED	0	2022-05-14 22:45:33.901	1m 50s	54.9s	26.0%	6.5 GB	9.6 GB	6.9 GB	42.3 KB
1184	ef/a3c7a9	296f903c-1161-4bb6-8579-80a90bc6df84	run_metric (label_projection:accuracy-logistic_regression_scran-pancreas_random:openproblems)	COMPLETED	0	2022-05-14 22:45:34.218	2m 19s	26s	58.0%	9 GB	11.5 GB	6.9 GB	42.3 KB
1188	2f/fdc2d5	133e71bf-1851-46aa-9c85-16fe202c7c8b	run_metric (label_projection:f1-mlp_scran-pancreas_random:openproblems)	COMPLETED	0	2022-05-14 22:47:03.937	1m 40s	34.4s	38.9%	2.6 GB	6.2 GB	6.9 GB	42.3 KB
1163	37/dd0905	2c2b9a4e-4c33-4b2c-9b69-adc4ec7003ec	run_metric (label_projection:f1_micro-knn_classifier_scran-pancreas_random:openproblems)	FAILED	137	2022-05-14 22:35:24.265	13m 59s	12m 50s	-	-	-	-	-
1158	e5/9e3098	0005c99c-d45c-4530-9414-a91b3247558d	run_metric (label_projection:accuracy-knn_classifier_scran-pancreas_random_label_noise:openproblems)	FAILED	137	2022-05-14 22:32:44.286	16m 49s	16m 30s	-	-	-	-	-
1164	fd/b4baa9	576d76ba-8c35-4c04-915e-956f114d02ee	run_metric (label_projection:f1-knn_classifier_scran-pancreas_random_label_noise:openproblems)	FAILED	137	2022-05-14 22:35:24.376	14m 9s	13m 10s	-	-	-	-	-
1165	c2/5d0e7a	361a2e9d-d159-4343-9dc0-d97a12451278	run_metric (label_projection:accuracy-mlp_scran-pancreas_random:openproblems)	FAILED	137	2022-05-14 22:35:33.915	14m 10s	13m 50s	-	-	-	-	-
1169	6a/6771f6	389b957d-e81e-4c2d-8f63-8f2784b27bbb	run_metric (label_projection:f1-mlp_scran-pancreas_batch:openproblems)	FAILED	137	2022-05-14 22:37:43.885	12m 50s	12m 41s	-	-	-	-	-
1192	db/00b71e	00f8d439-4af0-4b6c-9a34-2a22bc46b192	run_metric (label_projection:accuracy-mlp_scran-pancreas_random:openproblems)	COMPLETED	0	2022-05-14 22:49:43.881	1m 10s	25.8s	51.4%	245.6 MB	3 GB	6.9 GB	42.3 KB
1166	8a/aa6508	0ae829f0-a1b1-480a-9f39-74483e23cfff	run_metric (label_projection:f1_micro-mlp_scran-pancreas_batch:openproblems)	FAILED	137	2022-05-14 22:35:43.917	16m	14m 10s	-	-	-	-	-
1170	ed/a810a3	c15047b3-00a7-43bc-8ae3-50fec7ec9763	run_metric (label_projection:f1-mlp_scran-pancreas_random_label_noise:openproblems)	FAILED	137	2022-05-14 22:38:23.857	13m 20s	11m 11s	-	-	-	-	-
1193	3f/c30500	e04f789c-713e-474d-97a4-7ef83e7c9436	run_metric (label_projection:f1-mlp_scran-pancreas_batch:openproblems)	COMPLETED	0	2022-05-14 22:50:34.404	1m 10s	24s	56.9%	9.2 GB	11.7 GB	6.9 GB	42.3 KB
1175	dc/5ccecd	1cd90844-066f-4123-93f2-9047b58e19b2	run_metric (label_projection:accuracy-mlp_scran-pancreas_random_label_noise:openproblems)	FAILED	137	2022-05-14 22:41:53.973	11m 20s	10m 10s	-	-	-	-	-
1194	08/92edea	cfee252a-173e-43fa-b98c-c4db9a6cd2c0	run_metric (label_projection:f1_micro-mlp_scran-pancreas_batch:openproblems)	COMPLETED	0	2022-05-14 22:51:44.089	1m 39s	50.9s	25.9%	2 GB	5.1 GB	6.9 GB	42.3 KB
1195	9a/fcdc48	00cb7e92-4a9f-4a49-a600-5c905f9f0122	run_metric (label_projection:f1-mlp_scran-pancreas_random_label_noise:openproblems)	COMPLETED	0	2022-05-14 22:51:44.471	1m 39s	49.5s	21.4%	4.2 GB	7.4 GB	6.9 GB	42.3 KB
1177	16/974883	d23f3877-3b44-4713-b1a6-58129d7326c5	run_metric (label_projection:accuracy-logistic_regression_scran-pancreas_batch:openproblems)	FAILED	137	2022-05-14 22:42:13.905	11m 50s	11m 1s	-	-	-	-	-
1171	66/740b4d	7b43853f-7874-462e-afcb-109035f5373f	run_metric (label_projection:f1_micro-mlp_scran-pancreas_random_label_noise:openproblems)	FAILED	137	2022-05-14 22:39:13.923	15m 10s	12m 51s	-	-	-	-	-
1196	ce/f77cd7	1b7bd597-c693-4c1c-a55a-fff2cf6defda	run_metric (label_projection:accuracy-mlp_scran-pancreas_random_label_noise:openproblems)	COMPLETED	0	2022-05-14 22:53:13.912	1m 20s	32.7s	40.6%	8.8 GB	11.5 GB	6.9 GB	42.3 KB
716	bd/559dd9	a061f2dc-ef7f-4472-b9ef-c977172f925b	run_method (label_projection:scanvi_hvg-pancreas_random:openproblems-python-scvi)	COMPLETED	0	2022-05-14 20:29:34.124	2h 25m 9s	2h 24m 2s	1011.7%	6.1 GB	29.3 GB	3.5 GB	3.4 GB
1187	03/3d6d50	792a32b4-8816-41ae-ad24-a11ca41fc6f6	run_metric (label_projection:f1_micro-knn_classifier_scran-pancreas_random_label_noise:openproblems)	FAILED	137	2022-05-14 22:46:13.934	8m 30s	8m	-	-	-	-	-
1180	7b/4037c5	4cc2c31e-2e42-4354-808e-51fd152b8aa0	run_metric (label_projection:f1-knn_classifier_scran-pancreas_random:openproblems)	FAILED	137	2022-05-14 22:43:53.929	11m 20s	10m 40s	-	-	-	-	-
1197	74/0820a1	1ed62788-d852-4b40-930d-c1a31b769f82	run_metric (label_projection:accuracy-logistic_regression_scran-pancreas_batch:openproblems)	COMPLETED	0	2022-05-14 22:54:04.516	1m 19s	32.3s	43.7%	9.2 GB	11.7 GB	6.9 GB	42.3 KB
1198	36/070d46	5734140d-6086-4b79-8e3e-059b9634c2ff	run_metric (label_projection:f1_micro-mlp_scran-pancreas_random_label_noise:openproblems)	COMPLETED	0	2022-05-14 22:54:24.492	1m 39s	36.5s	46.3%	9 GB	11.5 GB	6.9 GB	42.3 KB
1179	ae/08e209	6fcd92dc-f21a-4d52-bb6c-eec271839bc9	run_metric (label_projection:accuracy-logistic_regression_scran-pancreas_random_label_noise:openproblems)	FAILED	137	2022-05-14 22:43:43.935	12m 30s	11m 20s	-	-	-	-	-
1202	e0/7ca3c1	015d2e4e-77b7-438f-91d1-66d9ce6ba8cd	run_metric (label_projection:f1_micro-knn_classifier_scran-pancreas_random_label_noise:openproblems)	COMPLETED	0	2022-05-14 22:54:44.095	1m 49s	24.3s	57.6%	5.5 GB	9.6 GB	6.9 GB	42.3 KB
1172	73/5c865a	7b8d7a7b-205d-4851-9739-30a0a51cbdaf	run_metric (label_projection:f1_micro-logistic_regression_scran-pancreas_random_label_noise:openproblems)	FAILED	137	2022-05-14 22:40:03.982	17m 30s	16m 1s	-	-	-	-	-
1186	03/2ab046	553cdff5-f6ad-4ac3-8855-a863c50e5d7f	run_metric (label_projection:accuracy-knn_classifier_scran-pancreas_random:openproblems)	FAILED	137	2022-05-14 22:45:54.113	11m 41s	11m 21s	-	-	-	-	-
1204	79/f10418	c315103a-af49-4deb-ab42-f9ccb0e7612b	run_metric (label_projection:accuracy-logistic_regression_scran-pancreas_random_label_noise:openproblems)	COMPLETED	0	2022-05-14 22:56:13.949	1m 40s	38.9s	41.1%	8.2 GB	10.8 GB	6.9 GB	42.3 KB
1182	51/59adff	1dabe4f7-e688-4b0a-a86b-1d29a5f914cf	run_metric (label_projection:f1-logistic_regression_scran-pancreas_batch:openproblems)	FAILED	137	2022-05-14 22:45:03.918	13m	12m 50s	-	-	-	-	-
1203	47/7bed4d	cd1469f3-81fd-48a9-822f-d591c8317354	run_metric (label_projection:f1-knn_classifier_scran-pancreas_random:openproblems)	COMPLETED	0	2022-05-14 22:55:13.943	2m 50s	1m 19s	19.0%	8.9 GB	11.5 GB	6.9 GB	42.3 KB
1185	ca/d1cc56	990fd353-a268-4d35-baf4-21a3d87dee99	run_metric (label_projection:f1_micro-logistic_regression_scran-pancreas_batch:openproblems)	FAILED	137	2022-05-14 22:45:53.921	12m 20s	12m	-	-	-	-	-
