gene,alias
PMS2P3,PMS2P3
EXOSC9,PCH1D
EXOSC9,PM/Scl-75
EXOSC9,PMSCL1
EXOSC9,RRP45
EXOSC9,Rrp45p
EXOSC9,p5
EXOSC9,p6
EXOSC9,EXOSC9
EXOSC10,PM-Scl
EXOSC10,PM/Scl-100
EXOSC10,PMSCL
EXOSC10,PMSCL2
EXOSC10,RRP6
EXOSC10,Rrp6p
EXOSC10,p2
EXOSC10,p3
EXOSC10,p4
EXOSC10,EXOSC10
PMS2,HNPCC4
PMS2,MLH4
PMS2,MMRCS4
PMS2,PMS2CL
PMS2,PMSL2
PMS2,PMS2
PRRX1,AGOTC
PRRX1,PHOX1
PRRX1,PMX1
PRRX1,PRX-1
PRRX1,PRX1
PRRX1,PRRX1
PNLIP,PL
PNLIP,PNLIPD
PNLIP,PTL
PNLIP,PNLIP
PNLIPRP1,PLRP1
PNLIPRP1,PNLIPRP1
PNLIPRP2,PLRP2
PNLIPRP2,PNLIPRP2
PNMT,PENT
PNMT,PNMTase
PNMT,PNMT
PNN,DRS
PNN,DRSP
PNN,SDK3
PNN,memA
PNN,PNN
UBL3,HCG-1
UBL3,PNSC1
UBL3,UBL3
SEPTIN5,CDCREL
SEPTIN5,CDCREL-1
SEPTIN5,CDCREL1
SEPTIN5,H5
SEPTIN5,HCDCREL-1
SEPTIN5,PNUTL1
SEPTIN5,SEPT5
SEPTIN5,SEPTIN5
SEPTIN4,ARTS
SEPTIN4,BRADEION
SEPTIN4,C17orf47
SEPTIN4,CE5B3
SEPTIN4,H5
SEPTIN4,MART
SEPTIN4,PNUTL2
SEPTIN4,SEP4
SEPTIN4,SEPT4
SEPTIN4,hCDCREL-2
SEPTIN4,hucep-7
SEPTIN4,SEPTIN4
PODXL,Gp200
PODXL,PC
PODXL,PCLP
PODXL,PCLP-1
PODXL,PDX
PODXL,PODXL1
PODXL,gp135
PODXL,PODXL
POLA1,NSX
POLA1,POLA
POLA1,VEODS
POLA1,p180
POLA1,POLA1
POLB,POLB
POLD1,CDC2
POLD1,CRCS10
POLD1,MDPL
POLD1,POLD
POLD1,POLD1
POLD2,POLD2
POLE,CRCS12
POLE,FILS
POLE,IMAGEI
POLE,POLE1
POLE,POLE
POLE2,DPE2
POLE2,POLE2
POLG,MDP1
POLG,MIRAS
POLG,MTDPS4A
POLG,MTDPS4B
POLG,PEO
POLG,POLG1
POLG,POLGA
POLG,SANDO
POLG,SCAE
POLG,POLG
POLH,RAD30
POLH,RAD30A
POLH,XP-V
POLH,XPV
POLH,POLH
POLR2A,NEDHIB
POLR2A,POLR2
POLR2A,POLRA
POLR2A,RPB1
POLR2A,RPBh1
POLR2A,RPO2
POLR2A,RPOL2
POLR2A,RpIILS
POLR2A,hRPB220
POLR2A,hsRPB1
POLR2A,POLR2A
POLR2B,POL2RB
POLR2B,RPB2
POLR2B,hRPB140
POLR2B,POLR2B
POLR2C,RPB3
POLR2C,RPB31
POLR2C,hRPB33
POLR2C,hsRPB3
POLR2C,POLR2C
POLR2D,HSRBP4
POLR2D,HSRPB4
POLR2D,RBP4
POLR2D,RPB16
POLR2D,RPB4
POLR2D,POLR2D
POLR2E,RPABC1
POLR2E,RPB5
POLR2E,XAP4
POLR2E,hRPB25
POLR2E,hsRPB5
POLR2E,POLR2E
POLR2F,HRBP14.4
POLR2F,POLRF
POLR2F,RPABC14.4
POLR2F,RPABC2
POLR2F,RPB14.4
POLR2F,RPB6
POLR2F,RPC15
POLR2F,POLR2F
POLR2G,RPB19
POLR2G,RPB7
POLR2G,hRPB19
POLR2G,hsRPB7
POLR2G,POLR2G
POLR2H,RPABC3
POLR2H,RPB17
POLR2H,RPB8
POLR2H,POLR2H
POLR2I,RPB9
POLR2I,hRPB14.5
POLR2I,POLR2I
POLR2J,POLR2J1
POLR2J,RPB11
POLR2J,RPB11A
POLR2J,RPB11m
POLR2J,hRPB14
POLR2J,POLR2J
POLR2K,ABC10-alpha
POLR2K,RPABC4
POLR2K,RPB10alpha
POLR2K,RPB12
POLR2K,RPB7.0
POLR2K,hRPB7.0
POLR2K,hsRPB10a
POLR2K,POLR2K
POLR2L,RBP10
POLR2L,RPABC5
POLR2L,RPB10
POLR2L,RPB10beta
POLR2L,RPB7.6
POLR2L,hRPB7.6
POLR2L,POLR2L
POLRMT,APOLMT
POLRMT,MTRNAP
POLRMT,MTRPOL
POLRMT,h-mtRPOL
POLRMT,POLRMT
POMC,ACTH
POMC,CLIP
POMC,LPH
POMC,MSH
POMC,NPP
POMC,OBAIRH
POMC,POC
POMC,POMC
PON1,ESA
PON1,MVCD5
PON1,PON
PON1,PON1
PON2,PON2
PON3,PON3
POR,CPR
POR,CYPOR
POR,P450R
POR,POR
POU1F1,CPHD1
POU1F1,GHF-1
POU1F1,PIT1
POU1F1,POU1F1a
POU1F1,Pit-1
POU1F1,POU1F1
POU2AF1,BOB1
POU2AF1,OBF-1
POU2AF1,OBF1
POU2AF1,OCAB
POU2AF1,POU2AF1
POU2F1,OCT1
POU2F1,OTF1
POU2F1,Oct1Z
POU2F1,oct-1B
POU2F1,POU2F1
POU2F2,OCT2
POU2F2,OTF2
POU2F2,Oct-2
POU2F2,POU2F2
POU3F1,OCT6
POU3F1,OTF6
POU3F1,SCIP
POU3F1,POU3F1
POU3F2,BRN2
POU3F2,N-Oct3
POU3F2,OCT7
POU3F2,OTF-7
POU3F2,OTF7
POU3F2,POUF3
POU3F2,brn-2
POU3F2,oct-7
POU3F2,POU3F2
POU3F3,BRN1
POU3F3,OTF8
POU3F3,SNIBFIS
POU3F3,brain-1
POU3F3,oct-8
POU3F3,POU3F3
POU3F4,BRAIN-4
POU3F4,BRN-4
POU3F4,BRN4
POU3F4,DFN3
POU3F4,DFNX2
POU3F4,OCT-9
POU3F4,OTF-9
POU3F4,OTF9
POU3F4,POU3F4
POU4F1,ATITHS
POU4F1,BRN3A
POU4F1,Oct-T1
POU4F1,RDC-1
POU4F1,brn-3A
POU4F1,POU4F1
POU4F2,BRN3.2
POU4F2,BRN3B
POU4F2,Brn-3b
POU4F2,POU4F2
POU4F3,BRN3C
POU4F3,DFNA15
POU4F3,DFNA42
POU4F3,DFNA52
POU4F3,POU4F3
POU5F1,OCT3
POU5F1,OCT4
POU5F1,OTF-3
POU5F1,OTF3
POU5F1,OTF4
POU5F1,Oct-3
POU5F1,Oct-4
POU5F1,POU5F1
POU5F1B,OCT4-PG1
POU5F1B,OCT4PG1
POU5F1B,OTF3C
POU5F1B,OTF3P1
POU5F1B,POU5F1P1
POU5F1B,POU5F1P4
POU5F1B,POU5FLC20
POU5F1B,POU5FLC8
POU5F1B,POU5F1B
POU6F1,BRN5
POU6F1,MPOU
POU6F1,TCFB1
POU6F1,POU6F1
PPA1,HEL-S-66p
PPA1,IOPPP
PPA1,PP
PPA1,PP1
PPA1,SID6-8061
PPA1,PPA1
PPARA,NR1C1
PPARA,PPAR
PPARA,PPAR-alpha
PPARA,PPARalpha
PPARA,hPPAR
PPARA,PPARA
PPARD,FAAR
PPARD,NR1C2
PPARD,NUC1
PPARD,NUCI
PPARD,NUCII
PPARD,PPARB
PPARD,PPARD
PPARG,CIMT1
PPARG,GLM1
PPARG,NR1C3
PPARG,PPARG1
PPARG,PPARG2
PPARG,PPARG5
PPARG,PPARgamma
PPARG,PPARG
MED1,CRSP1
MED1,CRSP200
MED1,DRIP205
MED1,DRIP230
MED1,PBP
MED1,PPARBP
MED1,PPARGBP
MED1,RB18A
MED1,TRAP220
MED1,TRIP2
MED1,MED1
PPEF2,PPP7CB
PPEF2,PPEF2
PPAT,ATASE
PPAT,GPAT
PPAT,PRAT
PPAT,PPAT
PPBP,B-TG1
PPBP,Beta-TG
PPBP,CTAP-III
PPBP,CTAP3
PPBP,CTAPIII
PPBP,CXCL7
PPBP,LA-PF4
PPBP,LDGF
PPBP,MDGF
PPBP,"NAP-2"
PPBP,PBP
PPBP,SCYB7
PPBP,TC1
PPBP,TC2
PPBP,TGB
PPBP,TGB1
PPBP,THBGB
PPBP,THBGB1
PPBP,PPBP
PPEF1,PP7
PPEF1,PPEF
PPEF1,PPP7C
PPEF1,PPP7CA
PPEF1,PPEF1
CTSA,GLB2
CTSA,GSL
CTSA,NGBE
CTSA,PPCA
CTSA,PPGB
CTSA,CTSA
PPIA,CYPA
PPIA,CYPH
PPIA,HEL-S-69p
PPIA,PPIA
PPIB,B
PPIB,CYP-S1
PPIB,CYPB
PPIB,HEL-S-39
PPIB,OI9
PPIB,SCYLP
PPIB,PPIB
PPIC,CYPC
PPIC,PPIC
PPID,CYP-40
PPID,CYPD
PPID,PPID
PPIAP11,PPIP1
PPIAP11,PPIAP11
PPIAP13,PPIP3
PPIAP13,PPIAP13
PPIAP14,PPIP4
PPIAP14,PPIAP14
PPIAP15,PPIP5
PPIAP15,PPIAP15
PPIAP16,PPIP6
PPIAP16,PPIAP16
PPIAP7,PPIP7
PPIAP7,PPIAP7
PPIAP9,PPIP9
PPIAP9,PPIAP9
PPL,PPL
PPM1A,PP2C-ALPHA
PPM1A,PP2CA
PPM1A,PP2Calpha
PPM1A,PPM1A
PPM1B,PP2C-beta
PPM1B,PP2C-beta-X
PPM1B,PP2CB
PPM1B,PP2CBETA
PPM1B,PPC2BETAX
PPM1B,PPM1B
PPM1G,PP2CG
PPM1G,PP2CGAMMA
PPM1G,PPP2CG
PPM1G,PPM1G
PPOX,PPO
PPOX,V290M
PPOX,VP
PPOX,PPOX
PPP1CA,PP-1A
PPP1CA,PP1A
PPP1CA,PP1alpha
PPP1CA,PPP1A
PPP1CA,PPP1CA
PPP1CB,HEL-S-80p
PPP1CB,MP
PPP1CB,NSLH2
PPP1CB,PP-1B
PPP1CB,PP1B
PPP1CB,PP1beta
PPP1CB,PP1c
PPP1CB,PPP1CD
PPP1CB,PPP1beta
PPP1CB,PPP1CB
PPP1CC,PP-1G
PPP1CC,PP1C
PPP1CC,PPP1G
PPP1CC,PPP1CC
PPP1R1A,I1
PPP1R1A,IPP1
PPP1R1A,PPP1R1A
PPP1R2,IPP-2
PPP1R2,IPP2
PPP1R2,PPP1R2A
PPP1R2,PPP1R2
PPP1R3A,GM
PPP1R3A,PP1G
PPP1R3A,PPP1R3
PPP1R3A,PPP1R3A
PPP1R3C,PPP1R5
PPP1R3C,PTG
PPP1R3C,PPP1R3C
PPP1R3D,PPP1R6
PPP1R3D,PPP1R3D
PPP1R7,SDS22
PPP1R7,PPP1R7
PPP1R8,ARD-1
PPP1R8,ARD1
PPP1R8,NIPP-1
PPP1R8,NIPP1
PPP1R8,PRO2047
PPP1R8,PPP1R8
PPP1R8P1,PPP1R8P
PPP1R8P1,PPP1R8P1
PPP1R10,CAT53
PPP1R10,FB19
PPP1R10,PNUTS
PPP1R10,PP1R10
PPP1R10,R111
PPP1R10,p99
PPP1R10,PPP1R10
PPP2CA,NEDLBA
PPP2CA,PP2Ac
PPP2CA,PP2CA
PPP2CA,PP2Calpha
PPP2CA,RP-C
PPP2CA,PPP2CA
PPP2CB,PP2Abeta
PPP2CB,PP2CB
PPP2CB,PPP2CB
PPP2CBP1,PPP2CBP
PPP2CBP1,PPP2CBP1
PPP2R1A,MRD36
PPP2R1A,PP2A-Aalpha
PPP2R1A,PP2AA
PPP2R1A,PP2AAALPHA
PPP2R1A,PR65A
PPP2R1A,PPP2R1A
PPP2R1B,PP2A-Abeta
PPP2R1B,PR65B
PPP2R1B,PPP2R1B
PPP2R2A,B55A
PPP2R2A,B55ALPHA
PPP2R2A,PR52A
PPP2R2A,PR55A
PPP2R2A,PR55alpha
PPP2R2A,PPP2R2A
PPP2R2B,B55BETA
PPP2R2B,PP2AB55BETA
PPP2R2B,PP2ABBETA
PPP2R2B,PP2APR55B
PPP2R2B,PP2APR55BETA
PPP2R2B,PR2AB55BETA
PPP2R2B,PR2ABBETA
PPP2R2B,PR2APR55BETA
PPP2R2B,PR52B
PPP2R2B,PR55-BETA
PPP2R2B,PR55BETA
PPP2R2B,SCA12
PPP2R2B,PPP2R2B
PPP2R2C,B55-GAMMA
PPP2R2C,B55gamma
PPP2R2C,IMYPNO
PPP2R2C,IMYPNO1
PPP2R2C,PR52
PPP2R2C,PR55G
PPP2R2C,PPP2R2C
PPP2R3A,PPP2R3
PPP2R3A,PR130
PPP2R3A,PR72
PPP2R3A,PPP2R3A
PTPA,PP2A
PTPA,PPP2R4
PTPA,PR53
PTPA,PTPA
PPP2R5A,B56A
PPP2R5A,B56alpha
PPP2R5A,PR61A
PPP2R5A,PPP2R5A
PPP2R5B,B56B
PPP2R5B,B56beta
PPP2R5B,PR61B
PPP2R5B,PPP2R5B
PPP2R5C,B56G
PPP2R5C,B56gamma
PPP2R5C,PR61G
PPP2R5C,PPP2R5C
PPP2R5D,B56D
PPP2R5D,B56delta
PPP2R5D,MRD35
PPP2R5D,PPP2R5D
PPP2R5E,B56E
PPP2R5E,B56epsilon
PPP2R5E,PPP2R5E
PPP3CA,ACCIID
PPP3CA,CALN
PPP3CA,CALNA
PPP3CA,CALNA1
PPP3CA,CCN1
PPP3CA,CNA1
PPP3CA,DEE91
PPP3CA,IECEE
PPP3CA,IECEE1
PPP3CA,PPP2B
PPP3CA,PPP3CA
PPP4C,PP-X
PPP4C,PP4
PPP4C,PP4C
PPP4C,PPH3
PPP4C,PPP4
PPP4C,PPX
PPP4C,PPP4C
PPP3CB,CALNA2
PPP3CB,CALNB
PPP3CB,CNA2
PPP3CB,PP2Bbeta
PPP3CB,PPP3CB
PPP3CC,CALNA3
PPP3CC,CNA3
PPP3CC,PP2Bgamma
PPP3CC,PPP3CC
PPP3R1,CALNB1
PPP3R1,CNB
PPP3R1,CNB1
PPP3R1,PPP3R1
PPP3R2,PPP3RL
PPP3R2,PPP3R2
PPP5C,PP5
PPP5C,PPP5
PPP5C,PPT
PPP5C,PPP5C
PPP6C,PP6
PPP6C,PP6C
PPP6C,PPP6C
PPT1,CLN1
PPT1,INCL
PPT1,PPT
PPT1,PPT1
PPY,PNP
PPY,PP
PPY,PPY
NPY4R,NPY4-R
NPY4R,PP1
NPY4R,PPYR1
NPY4R,Y4
NPY4R,NPY4R
PRB1,PM
PRB1,PMF
PRB1,PMS
PRB1,PRB1L
PRB1,PRB1M
PRB1,PRB1
PRB3,G1
PRB3,PRG
PRB3,PRB3
PRB4,Po
PRB4,PRB4
PRCC,RCCP1
PRCC,TPRC
PRCC,PRCC
PRCP,HUMPCP
PRCP,PCP
PRCP,PRCP
PRD,PRD
PRELP,MST161
PRELP,MSTP161
PRELP,SLRR2A
PRELP,PRELP
PREP,PE
PREP,PEP
PREP,PREP
PRF1,HPLH2
PRF1,P1
PRF1,PFP
PRF1,PRF1
SRGN,PPG
SRGN,PRG
SRGN,PRG1
SRGN,SRGN
PRG2,BMPG
PRG2,MBP
PRG2,MBP1
PRG2,proMBP
PRG2,PRG2
PRH1,Db-s
PRH1,PA
PRH1,PIF-S
PRH1,PRH2
PRH1,PRP-1/PRP-2
PRH1,Pr1/Pr2
PRH1,PRH1
PRH2,PRP-1/PRP-2
PRH2,Pr
PRH2,pr1/Pr2
PRH2,PRH2
PRIM1,p49
PRIM1,PRIM1
PRIM2,PRIM2A
PRIM2,p58
PRIM2,PRIM2
PRKAA1,AMPK
PRKAA1,AMPK alpha 1
PRKAA1,AMPKa1
PRKAA1,PRKAA1
PRKAA2,AMPK
PRKAA2,AMPK2
PRKAA2,AMPKa2
PRKAA2,PRKAA
PRKAA2,PRKAA2
PRKAB1,AMPK
PRKAB1,HAMPKb
PRKAB1,PRKAB1
PRKAB2,PRKAB2
PRKACA,CAFD1
PRKACA,PKACA
PRKACA,PPNAD4
PRKACA,PRKACA
PRKACB,CAFD2
PRKACB,PKA C-beta
PRKACB,PKACB
PRKACB,PRKACB
PRKACG,BDPLT19
PRKACG,KAPG
PRKACG,PKACg
PRKACG,PRKACG
PKIA,PRKACN1
PKIA,PKIA
PKIB,PRKACN2
PKIB,PKIB
PRKAG1,AMPKG
PRKAG1,PRKAG1
PRKAR1A,ACRDYS1
PRKAR1A,ADOHR
PRKAR1A,CAR
PRKAR1A,CNC
PRKAR1A,CNC1
PRKAR1A,PKR1
PRKAR1A,PPNAD1
PRKAR1A,PRKAR1
PRKAR1A,TSE1
PRKAR1A,PRKAR1A
PRKAR1AP1,PRKAR1AP
PRKAR1AP1,PRKAR1AP1
PRKAR1B,PRKAR1
PRKAR1B,PRKAR1B
PRKAR2A,PKR2
PRKAR2A,PRKAR2
PRKAR2A,PRKAR2A
PRKAR2B,PRKAR2
PRKAR2B,RII-BETA
PRKAR2B,PRKAR2B
PRKCA,AAG6
PRKCA,PKC-alpha
PRKCA,PKCA
PRKCA,PKCI+/-
PRKCA,PKCalpha
PRKCA,PRKACA
PRKCA,PRKCA
PRKCB,PKC-beta
PRKCB,PKCB
PRKCB,PKCI(2)
PRKCB,PKCbeta
PRKCB,PRKCB1
PRKCB,PRKCB2
PRKCB,PRKCB
PRKCD,ALPS3
PRKCD,CVID9
PRKCD,MAY1
PRKCD,PKCD
PRKCD,nPKC-delta
PRKCD,PRKCD
PRKCE,PKCE
PRKCE,nPKC-epsilon
PRKCE,PRKCE
PRKCG,PKC-gamma
PRKCG,PKCC
PRKCG,PKCG
PRKCG,PKCI(3)
PRKCG,PKCgamma
PRKCG,SCA14
PRKCG,PRKCG
PRKCH,PKC-L
PRKCH,PKCL
PRKCH,PRKCL
PRKCH,nPKC-eta
PRKCH,PRKCH
PRKCI,DXS1179E
PRKCI,PKCI
PRKCI,nPKC-iota
PRKCI,PRKCI
PKN1,DBK
PKN1,PAK-1
PKN1,PAK1
PKN1,PKN
PKN1,PKN-ALPHA
PKN1,PRK1
PKN1,PRKCL1
PKN1,PKN1
PKN2,PAK2
PKN2,PRK2
PKN2,PRKCL2
PKN2,PRO2042
PKN2,Pak-2
PKN2,STK7
PKN2,PKN2
PRKD1,CHDED
PRKD1,PKC-MU
PRKD1,PKCM
PRKD1,PKD
PRKD1,PRKCM
PRKD1,PRKD1
PRKCQ,PRKCT
PRKCQ,nPKC-theta
PRKCQ,PRKCQ
PRKCSH,AGE-R2
PRKCSH,G19P1
PRKCSH,GIIB
PRKCSH,PCLD
PRKCSH,PCLD1
PRKCSH,PKCSH
PRKCSH,PLD1
PRKCSH,VASAP-60
PRKCSH,PRKCSH
PRKCZ,PKC-ZETA
PRKCZ,PKC2
PRKCZ,PRKCZ
PRKDC,DNA-PKC
PRKDC,DNA-PKcs
PRKDC,DNAPK
PRKDC,DNAPKc
PRKDC,DNPK1
PRKDC,HYRC
PRKDC,HYRC1
PRKDC,IMD26
PRKDC,XRCC7
PRKDC,p350
PRKDC,PRKDC
PRKG1,AAT8
PRKG1,PKG
PRKG1,PKG1
PRKG1,PRKG1B
PRKG1,PRKGR1B
PRKG1,cGK
PRKG1,cGK 1
PRKG1,cGK1
PRKG1,cGKI
PRKG1,cGKI-BETA
PRKG1,cGKI-alpha
PRKG1,PRKG1
PRKG2,PKG2
PRKG2,PRKGR2
PRKG2,cGK2
PRKG2,cGKII
PRKG2,PRKG2
MAPK1,ERK
MAPK1,ERK-2
MAPK1,ERK2
MAPK1,ERT1
MAPK1,MAPK2
MAPK1,NS13
MAPK1,P42MAPK
MAPK1,PRKM1
MAPK1,PRKM2
MAPK1,p38
MAPK1,p40
MAPK1,p41
MAPK1,p41mapk
MAPK1,p42-MAPK
MAPK1,MAPK1
MAPK3,ERK-1
MAPK3,ERK1
MAPK3,ERT2
MAPK3,HS44KDAP
MAPK3,HUMKER1A
MAPK3,P44ERK1
MAPK3,P44MAPK
MAPK3,PRKM3
MAPK3,p44-ERK1
MAPK3,p44-MAPK
MAPK3,MAPK3
MAPK4,ERK-4
MAPK4,ERK4
MAPK4,PRKM4
MAPK4,p63-MAPK
MAPK4,p63MAPK
MAPK4,MAPK4
MAPK6,ERK3
MAPK6,HsT17250
MAPK6,PRKM6
MAPK6,p97MAPK
MAPK6,MAPK6
MAPK7,BMK1
MAPK7,ERK4
MAPK7,ERK5
MAPK7,PRKM7
MAPK7,MAPK7
MAPK8,JNK
MAPK8,JNK-46
MAPK8,JNK1
MAPK8,JNK1A2
MAPK8,JNK21B1/2
MAPK8,PRKM8
MAPK8,SAPK1
MAPK8,SAPK1c
MAPK8,MAPK8
MAPK11,P38B
MAPK11,P38BETA2
MAPK11,PRKM11
MAPK11,SAPK2
MAPK11,SAPK2B
MAPK11,p38-2
MAPK11,p38Beta
MAPK11,MAPK11
MAPK9,JNK-55
MAPK9,JNK2
MAPK9,JNK2A
MAPK9,JNK2ALPHA
MAPK9,JNK2B
MAPK9,JNK2BETA
MAPK9,PRKM9
MAPK9,SAPK
MAPK9,SAPK1a
MAPK9,p54a
MAPK9,p54aSAPK
MAPK9,MAPK9
MAPK10,JNK3
MAPK10,JNK3A
MAPK10,PRKM10
MAPK10,SAPK1b
MAPK10,p493F12
MAPK10,p54bSAPK
MAPK10,MAPK10
MAPK13,MAPK 13
MAPK13,MAPK-13
MAPK13,PRKM13
MAPK13,SAPK4
MAPK13,p38delta
MAPK13,MAPK13
MAP2K1,CFC3
MAP2K1,MAPKK1
MAP2K1,MEK1
MAP2K1,MEL
MAP2K1,MKK1
MAP2K1,PRKMK1
MAP2K1,MAP2K1
MAP2K2,CFC4
MAP2K2,MAPKK2
MAP2K2,MEK2
MAP2K2,MKK2
MAP2K2,PRKMK2
MAP2K2,MAP2K2
MAP2K3,MAPKK3
MAP2K3,MEK3
MAP2K3,MKK3
MAP2K3,PRKMK3
MAP2K3,SAPKK-2
MAP2K3,SAPKK2
MAP2K3,MAP2K3
MAP2K5,HsT17454
MAP2K5,MAPKK5
MAP2K5,MEK5
MAP2K5,PRKMK5
MAP2K5,MAP2K5
MAP2K6,MAPKK6
MAP2K6,MEK6
MAP2K6,MKK6
MAP2K6,PRKMK6
MAP2K6,SAPKK-3
MAP2K6,SAPKK3
MAP2K6,MAP2K6
MAP2K7,JNKK2
MAP2K7,MAPKK7
MAP2K7,MEK
MAP2K7,MEK 7
MAP2K7,MKK7
MAP2K7,PRKMK7
MAP2K7,SAPKK-4
MAP2K7,SAPKK4
MAP2K7,MAP2K7
EIF2AK2,EIF2AK1
EIF2AK2,LEUDEN
EIF2AK2,PKR
EIF2AK2,PPP1R83
EIF2AK2,PRKR
EIF2AK2,EIF2AK2
DNAJC3,ACPHD
DNAJC3,ERdj6
DNAJC3,HP58
DNAJC3,P58
DNAJC3,P58IPK
DNAJC3,PRKRI
DNAJC3,p58(IPK)
DNAJC3,DNAJC3
THAP12,DAP4
THAP12,P52rIPK
THAP12,PRKRIR
THAP12,THAP0
THAP12,THAP12
PRKX,PKX1
PRKX,PRKX
PRKXP2,PRKXP2
PRKY,PRKXP3
PRKY,PRKYP
PRKY,PRKY
PRL,GHA1
PRL,PRL
PRLR,HPRL
PRLR,MFAB
PRLR,RI-PRLR
PRLR,hPRLrI
PRLR,PRLR
PRM1,CT94.1
PRM1,P1
PRM1,PRM1
PRM2,CT94.2
PRM2,PRM2
PRNP,ASCR
PRNP,AltPrP
PRNP,CD230
PRNP,CJD
PRNP,GSS
PRNP,KURU
PRNP,PRIP
PRNP,PrP
PRNP,PrP27-30
PRNP,PrP33-35C
PRNP,PrPc
PRNP,p27-30
PRNP,PRNP
PSPN,PSP
PSPN,PSPN
PROC,APC
PROC,PC
PROC,PROC1
PROC,THPH3
PROC,THPH4
PROC,PROC
PRODH,HSPOX2
PRODH,PIG6
PRODH,POX
PRODH,PRODH1
PRODH,PRODH2
PRODH,TP53I6
PRODH,PRODH
PROP1,CPHD2
PROP1,PROP-1
PROP1,PROP1
PROS1,PROS
PROS1,PS21
PROS1,PS22
PROS1,PS23
PROS1,PS24
PROS1,PS25
PROS1,PSA
PROS1,THPH5
PROS1,THPH6
PROS1,PROS1
PROS2P,PROS2
PROS2P,PROSP
PROS2P,PROS2P
PROX1,PROX1
PRPH,NEF4
PRPH,PRPH1
PRPH,PRPH
PRPS1,ARTS
PRPS1,CMTX5
PRPS1,DFN2
PRPS1,DFNX1
PRPS1,PPRibP
PRPS1,PRS-I
PRPS1,PRSI
PRPS1,PRPS1
PRPS2,PRSII
PRPS2,PRPS2
PRPSAP1,PAP39
PRPSAP1,PRPSAP1
PRPSAP2,PAP41
PRPSAP2,PRPSAP2
PRRG1,PRGP1
PRRG1,PRRG1
PRRG2,PRGP2
PRRG2,PRRG2
PRS,MRXS2
PRS,PRS
LGMN,AEP
LGMN,LGMN1
LGMN,PRSC1
LGMN,LGMN
PRSS1,TRP1
PRSS1,TRY1
PRSS1,TRY4
PRSS1,TRYP1
PRSS1,PRSS1
PRSS2,TRY2
PRSS2,TRY8
PRSS2,TRYP2
PRSS2,PRSS2
PRSS3,MTG
PRSS3,PRSS4
PRSS3,T9
PRSS3,TRY3
PRSS3,TRY4
PRSS3,PRSS3
MASP1,3MC1
MASP1,CRARF
MASP1,CRARF1
MASP1,MAP-1
MASP1,MAP1
MASP1,MASP
MASP1,MASP-3
MASP1,MASP3
MASP1,MAp44
MASP1,PRSS5
MASP1,RaRF
MASP1,MASP1
RELN,ETL7
RELN,LIS2
RELN,PRO1598
RELN,RL
RELN,RELN
KLK7,PRSS6
KLK7,SCCE
KLK7,hK7
KLK7,KLK7
TMPRSS15,ENTK
TMPRSS15,PRSS7
TMPRSS15,TMPRSS15
PRSS8,CAP1
PRSS8,PROSTASIN
PRSS8,PRSS8
KLK6,Bssp
KLK6,Klk7
KLK6,PRSS18
KLK6,PRSS9
KLK6,SP59
KLK6,hK6
KLK6,KLK6
HTRA1,ARMD7
HTRA1,CADASIL2
HTRA1,CARASIL
HTRA1,HtrA
HTRA1,L56
HTRA1,ORF480
HTRA1,PRSS11
HTRA1,HTRA1
KLK10,NES1
KLK10,PRSSL1
KLK10,KLK10
PRTN3,ACPA
PRTN3,AGP7
PRTN3,C-ANCA
PRTN3,CANCA
PRTN3,MBN
PRTN3,MBT
PRTN3,NP-4
PRTN3,NP4
PRTN3,P29
PRTN3,PR-3
PRTN3,PR3
PRTN3,PRTN3
PSAP,GLBA
PSAP,PARK24
PSAP,PSAPD
PSAP,SAP1
PSAP,SAP2
PSAP,PSAP
PSD,EFA6
PSD,EFA6A
PSD,PSD1
PSD,TYL
PSD,PSD
PSEN1,ACNINV3
PSEN1,AD3
PSEN1,FAD
PSEN1,PS-1
PSEN1,PS1
PSEN1,S182
PSEN1,PSEN1
PSEN2,AD3L
PSEN2,AD4
PSEN2,CMD1V
PSEN2,PS2
PSEN2,STM2
PSEN2,PSEN2
PSG1,B1G1
PSG1,CD66f
PSG1,DHFRP2
PSG1,FL-NCA-1/2
PSG1,PBG1
PSG1,PS-beta-C/D
PSG1,PS-beta-G-1
PSG1,PSBG-1
PSG1,PSBG1
PSG1,PSG95
PSG1,PSGGA
PSG1,PSGIIA
PSG1,SP1
PSG1,PSG1
PSG2,CEA
PSG2,PSBG2
PSG2,PSG1
PSG2,PSG2
PSG3,PSG3
PSG4,PSBG-4
PSG4,PSBG-9
PSG4,PSG9
PSG4,PSG4
PSG5,FL-NCA-3
PSG5,PSG
PSG5,PSG5
PSG6,PSBG-10
PSG6,PSBG-12
PSG6,PSBG-6
PSG6,PSG10
PSG6,PSGGB
PSG6,PSG6
PSG7,PSBG-7
PSG7,PSG1
PSG7,PSGGA
PSG7,PSG7
PSG9,PS34
PSG9,PSBG-11
PSG9,PSBG-9
PSG9,PSG11
PSG9,PSGII
PSG9,PSG9
PSG11,PSBG-11
PSG11,PSBG-13
PSG11,PSG13
PSG11,PSG14
PSG11,PSG11
PSKH1,PSKH1
PSMA1,HC2
PSMA1,HEL-S-275
PSMA1,NU
PSMA1,PROS30
PSMA1,PSMA1
PSMA2,HC3
PSMA2,MU
PSMA2,PMSA2
PSMA2,PSC2
